Dana,88.49,-72.49,327.21,"James D.; American geologist (1813-1895)."
Danielson,64.3,7.97,352.95, 2009"
Dank,8.29,21.96,107,"Town in Oman."
Dao Vallis,794,-37.61,88.89,"Word for ""star"" in Thai."
Darvel,22.36,17.78,308.99,"Town in Scotland."
Darwin,176.38,-56.97,340.85,"Charles R.; British naturalist (1809-1882) and George H.; British astronomer (1845-1912)."
Davies,48.06,45.96,0.09,"Merton Edward; American engineer
Da Vinci,96.3,1.47,320.74,"Leonardo; Italian artist-scientist (1452-1519)."
Dawes,185.32,-9.11,38.06,"William R.; British astronomer (1799-1868)."
Deba,8.8,-23.95,342.7,"Town in Nigeria."
Dein,25.52,38.21,357.49,"Town in New Guinea."
Dejnev,152.09,-25.14,195.36,"Semen Ivanovich; Russian geographer
Delta,7.89,-45.96,320.83,"Town in Louisiana
Deltoton Sinus,0,-3.95,55,"""Bay of the triangle""; makes triangle with Iapygia and Oenotria."
Denning,159.71,-17.43,33.52,"William F.; British astronomer (1848-1931)."
Depressio Hellespontica,0,-59.71,20,"Depression southwest of Hellespontus."
Dersu,5.88,22.64,308.11,"Town in Russia."
Dese,13.14,-45.41,329.39,"Town in Ethiopa."
Deseado,27,-80.62,70.29,"Town in Argentina."
Dessau,9.95,-42.76,306.87,"Town in Germany."
Deucalionis Regio,0,-14.83,20,"""Deucalion's region;"" Deucalion was King of Thessaly who saved himself from flood."
Deuteronilus,0,34.68,360,"Designation of 2nd part of old feature ""Nilus."""
Deuteronilus Colles,59.01,41.95,21.7,"Classical albedo feature name."
Deuteronilus Mensae,919.17,45.11,23.92,"From albedo feature at 35N
de Vaucouleurs,302.27,-13.31,171,"Gerard Henri; American astronomer (1918-1995)."
[Deva Valles],0,-7.81,203.1,"Classical river in Scotland."
Deva Vallis,53.65,-7.67,203.13,"Classical name for Dee River in Scotland; new position and coordinates."
Dia-Cau,29.47,-0.36,317.34,"Town in the Socialist Republic of Vietnam."
Diacria,0,49.67,180,"Highland area in northern Attica
[Diacria Patera],65.5,34.58,227.4,"From albedo feature at 48N
Dilly,2.13,13.27,157.22,"Town in Mali."
Dingo,15.56,-23.71,342.51,"Town in Australia."
Dinorwic,51.33,-30.03,258.54,"Town in Ontario
Dioscuria,0,49.67,40,"""Home of Dioscuri
Dison,20.67,-25.03,343.5,"Town in Belgium."
Dittaino Valles,157.42,-1.43,293.14,"Modern river in Italy."
Dixie,28.44,17.78,304.09,"Town in Georgia
Doanus Vallis,139.91,-63.02,334.41,"Classical river shown in Ptolemy's map; may be modern Mekong River of Burma."
Doba,25.89,10.92,119.62, 2009"
Dogana,41.2,-10.01,306.33, 2011"
Dokka,51.1,77.17,214.24,"Town in Norway."
Dokuchaev,74.74,-60.62,232.92,"Vasily Vasil'evich; Russian soil scientist; founded modern genetical soil science (1840-1903)."
Dollfus,363.08,-21.59,355.74, 2013"
Domoni,13.82,51.38,234.39, 2012"
Doon,3.79,23.53,109.51,"Town in Ontario
Dorsa Argentea,339.26,-77.63,326.61,"Classical albedo feature name."
Dorsa Brevia,650.99,-71.05,63.18,"Classical albedo feature name."
Douglass,92.95,-51.34,289.46,"Andrew E.; American astronomer (1867-1962)."
Dowa,40.84,-31.66,110.24, 2010"
Downe,28.13,-15.98,175.78,"Town in England."
Drava Valles,159.03,-48.86,165.99,"Modern river in Yugoslavia."
Drilon Vallis,118.53,7.17,307.66,"Classical name for present Drin River
[Drinus Valles],0,-22.96,342.5,"Ancient European river (Yugoslavia); dropped 1984."
Dromore,14.75,19.88,310.42,"Town in Northern Ireland."
Dubis Vallis,45.42,-5.16,211.87,"Classical name for modern Doubs River
Dubki,9.19,-34.97,304.8,"Town in Russia."
Dukhan,34.04,7.76,320.86, 2012"
Dulce Vallis,32.46,-4.82,136.54, 2015"
Dulovo,17.38,3.62,84.56, 2006"
Du Martheray,96.12,5.45,93.58,"Maurice; Swiss astronomer (1892-1955)."
Dunhuang,11.73,-80.84,311.47,"Town in China."
Durius Valles,240,-17.3,171.98,"Classical name for modern Douro River
Dush,2.39,22.49,305.98,"Town in Egypt."
Du Toit,81.82,-71.62,310.4,"Alexander L.; South African geologist (1878-1948)."
Dzeng,10.88,-80.51,289.53,"Town in Cameroon."
Dzigai Vallis,327.31,-58.1,323.41,"Word for ""valley"" in Navajo."
Eads,2.74,-28.48,330.09,"Town in Colorado
Eagle,12.5,43.81,351.83,"Town in Idaho
Eberswalde,62.19,-23.98,326.7,"Town in Germany."
Echt,2.15,-21.97,331.81,"Town in Scotland."
Echus Chaos,480.51,10.79,285.28,"From albedo feature Echus Lacus at 1N
Echus Chasma,391.1,2.47,280.04,"Classical albedo feature name."
Echus Fossae,421.03,2.61,283.25,"Classical albedo feature name."
Echus Montes,397.06,7.81,282.05,"Albedo feature name."
Edam,19.49,-26.28,339.96,"Town in the Netherlands."
Eddie,86.38,12.32,142.2,"Lindsay A.; South African astronomer (1845-1913)."
Eden Patera,80,33.77,348.94, 2012"
Edom,0,0,15,"Biblical country of Edomites
Eger,12.25,-48.29,308.13,"Town in Hungary."
Ehden,57.4,8.23,119.01, 2009"
Eil,5.56,41.73,350.26,"Town in Somalia."
Eilat,29.7,-56.53,50.2, 2006"
Ejriksson,46.63,-19.2,186.17,"Leif; Norse explorer (c. 1000)."
Elath,13.23,45.87,346.4,"Town in Israel."
Elaver Vallis,178.92,-9.38,310.48,"Classical name for modern Allier River
Electris,0,-44.66,170,"Electra's island near River Eridanus; famous for amber formed from tears shed by Phaethon's sisters."
Electris Mons,104.47,-45.67,152.73, 2013"
Elim,43.63,-80.17,96.8,"Town in South Africa."
Ellsley,10.94,36.29,276.7,"Town in England."
Elorza,45.16,-8.76,304.79, 2006"
Ely,10.43,-23.62,332.7,"Town in Nevada
Elysium,0,24.74,150,"Home of the blessed on western edge of world."
Elysium Catena,48.5,17.69,149.73,"Albedo feature name."
Elysium Chasma,130,22.39,141.51,"Albedo feature name."
Elysium Fossae,1044,24.08,146.14,"Classical albedo feature name."
Elysium Mons,401,25.02,147.21,"Classical albedo feature name."
Elysium Planitia,3000.79,2.98,154.74,"Classical albedo feature name."
Elysium Rupes,140.5,25.24,148.04,"Albedo feature name."
E. Mareotis Tholus,4.6,35.92,274.87,"Classical albedo name."
Endeavour,21.78,-2.28,354.8, 2008"
Enipeus Vallis,527.07,36.8,267.2,"Classical river."
Eos Chaos,497.85,-16.82,313.48,"Greek name of Aurora; albedo feature."
Eos Chasma,1305.69,-12.15,320.83,"Classical albedo feature name."
Eos Mensa,346.67,-11.01,317.84,"Classical albedo feature name."
Erebus Montes,811.67,35.66,185.02,"From albedo feature at 26N
Eridania,0,-44.66,140,"Region on the Po River
Eridania Mons,143.29,-57.02,137.86, 2013"
Eridania Planitia,1062.13,-38.15,122.21, 2010"
Eridania Scopulus,1017.66,-52.61,141.79,"Classical albedo feature name."
Erythraea Fossa,155.19,-27.27,329.06,"Classical albedo feature name."
Erythraeum Chaos,147.63,-21.84,347.62, 2007"
[Erythraeum Planum],1750,-34.18,295,"Name changed to Bosporos Planum."
Escalante,75.26,0.19,115.39,"F.; Mexican astronomer (c. 1930)."
Escorial,22.24,76.89,304.96,"Town in Spain."
Esira,16.26,8.96,313.39, 2014"
Esk,3.67,45.21,352.98,"Town in Australia."
Espino,12.05,-19.69,110.34,"Town in Venezuela."
Eudoxus,98.51,-44.52,212.78,"Greek astronomer (c. 408-355 B.C.)."
Eumenides Dorsum,569.26,4.79,203.6,"Classical albedo feature name."
Eunostos,0,21.77,240,"""Lucky journey or lucky return""; i.e.
Euphrates,0,19.78,25,"Biblical fourth River of Paradise."
Euphrates Patera,20.27,38.43,10.26, 2012"
Euripus Mons,88.91,-44.82,105.18,"Albedo feature name."
Evpatoriya,1.04,46.95,134.36,"Soviet tracking site (Soviet spelling used)."
Evros Vallis,358.01,-12.65,13.83,"River in Greece."
Faith,5.3,42.92,348.17,"Town in North Dakota
Falun,10.01,-23.96,335.33,"Town in Sweden."
Fancy,49.44,-35.45,113.6, 2012"
Faqu,12.25,-24.54,106.34,"Town in Jordan."
Farah Vallis,76.37,-6.03,136.8, 2013"
Farim,3.92,-44.31,139.28, 2013"
Fastov,11.12,-25.04,339.63,"Town in Ukraine."
Felis Dorsa,244,-21.87,294.1,"Classical albedo feature name."
Fenagh,6.22,34.29,144.37,"Town in Ireland."
Fesenkov,87.38,21.66,273.47,"Vasilii G.; Russian astrophysicist (1889-1972)."
Firsoff,90,2.73,350.63, 2010"
Fitzroy,38.17,-35.69,112.06, 2010"
Flammarion,173.7,25.22,48.28,"Camille; French astronomer (1842-1925)."
Flat,3.04,-25.42,340.45,"Town in Alabama
Flaugergues,236.06,-16.8,19.22,"Honore; French astronomer (1755-1835)."
Floq,2.55,14.94,107.16,"Town in Albania."
Flora,18.31,-44.67,308.55,"Town in Mississippi
Focas,72.02,33.56,12.75,"Jean H.; Greco-French astronomer (1909-1969)."
Fontana,80.06,-62.91,287.88,"Francesco; Italian astronomer (1585-1646)."
Foros,24.54,-33.4,332.13,"Town in Ukraine."
Fortuna Fossae,324.28,4.64,267.31,"Classical albedo feature name."
Fournier,114.28,-4.3,72.64,"Georges; French astronomer (1881-1954)."
Freedom,12.74,43.36,351.02,"Town in Oklahoma
Frento Vallis,251.09,-50.03,345.16,"Classical name for river in Italy."
[Frigoris Scopulus],0,79.38,176,"Classical albedo feature; name dropped 1984."
Funchal,1.62,22.98,310.56,"Port of Madeira Islands."
Gaan,3.01,38.66,356.6,"Town in Somalia."
Gagra,13.41,-20.64,337.9,"Town in the Republic of Georgia."
Gah,2.78,-44.69,327.36,"Town in Indonesia."
Galap,5.99,-37.66,192.93, 2009"
Galaxias Chaos,234.48,33.83,146.52,"Albedo feature name."
Galaxias Colles,610.34,36.8,147.48,"Albedo feature name."
Galaxias Fluctūs,607.03,30.96,143.03,"Albedo feature name."
Galaxias Fossae,552,36.63,142,"Albedo feature name."
[Galaxias Mensae],327,36.18,147.3,"Albedo feature name. (Named dropped. Feature is part of Galaxias Colles.)"
Galaxius Mons,22.23,34.76,142.31,"Classical albedo name."
Galdakao,33.44,-13.34,176.63,"Euskadi (Basque) town in Spain."
Gale,154.08,-5.37,137.81,"Walter F.; Australian astronomer (1865-1945)."
Gali,25.86,-43.75,322.81,"Town in the Republic of Georgia."
Galilaei,137.17,5.72,333.09,"Galileo; Italian astronomer and physicist (1564-1642)."
Galle,223.53,-50.63,329,"Johann G.; German astronomer (1812-1910)."
Galu,13.57,-22.08,338.33,"Town in Zaire."
Gamboa,30.82,40.77,315.64,"Town in Panama."
Gan,20.63,61.72,229, 2013"
Gander,36.08,-31.26,94.22,"Town in Newfoundland
Gandu,9.49,-45.38,312.72,"Town in Brazil."
Gandzani,51.91,34.24,269.17,"Town in the Republic of Georgia."
Ganges Catena,81.27,-2.7,291.22,"Classical albedo feature name."
Ganges Cavus,43.11,-10.09,308.55,"Classical albedo feature name."
Ganges Chaos,113.73,-9.76,313.96,"Classical albedo feature name."
Ganges Chasma,574.08,-7.96,312.11,"Classical albedo feature name."
Ganges Mensa,135.9,-7.23,311.25,"Classical albedo feature name."
Gardo,15.53,-26.67,335.23,"Town in Somalia."
Gari,9.43,-35.88,288.77,"Town in Russia."
Garm,4.8,48.25,350.94,"Town in Tadzhikistan."
Garni,2.57,-11.52,290.31, 2015"
Gasa,7.03,-35.72,129.4, 2009"
Gastre,7.1,24.61,112.53,"Town in Argentina."
[Gatico],18.29,-20.87,338.87,"Town in Chile."
Gehon,0,14.83,360,"Biblical second River of Paradise; bordering Eden."
Gemina Lingula,772.89,81.87,2.59, 2007"
Gemini Scopuli,1000.36,80.39,26.1,"Classical albedo feature name."
Geryon Montes,377.83,-7.72,278.38,"Classical albedo feature."
Gigas Fossae,190,3.55,230.44,"Albedo feature name."
Gigas Sulci,418.56,10.02,232.27,"Classical albedo feature name."
Gilbert,121.34,-68,86.08,"Grove K.; American geologist (1843-1918)."
Gill,83.17,15.76,5.55,"David; British astronomer (1843-1914)."
Glazov,22.02,-20.62,333.41,"Town in Russia."
Gledhill,78.47,-53.17,87.1,"Joseph; British astronomer (1836-1906)."
Glendore,8.23,18.34,308.33,"Town in Ireland."
Glide,9.85,-8.13,316.82,"Town in Oregon
Globe,50.74,-23.68,332.65,"Town in Arizona
Goba,10.9,-23.22,338.99,"Town in Ethiopia."
Goff,7.95,23.26,104.86,"Town in Somalia."
Gol,9.53,47.15,349.36,"Town in Norway."
Gold,8.91,20.03,328.76,"Town in Pennsylvania
Golden,19.59,-22.01,326.51,"Town in Illinois
Goldstone,1.03,47.77,134.58,"American tracking site."
Gonnus Mons,49.38,41.21,269.12,"Classical town."
Gordii Dorsum,481.56,4.11,215.86,"Classical albedo feature name."
Gordii Fossae,369,14.83,232.4,"From classical albedo feature name."
Gorgonum Chaos,150.71,-37.26,189.1,"From albedo feature at 24S
Gori,6.43,-22.95,331.17,"town in the Republic of Georgia."
Graff,154.49,-21.18,153.81,"Kasimir; German astronomer (1878-1950)."
Granicus Valles,777.78,30.58,129.97,"Ancient name for river in Turkey."
Gratteri,7.56,-17.71,199.94,"Town on the island of Sicily
Greeley,457.45,-36.79,3.92, 2015"
Green,182.07,-52.3,351.46,"Nathan E.; British astronomer (1823-1899)."
Greg,68.12,-38.59,112.89, 2010"
Grindavik,11.71,25.4,321.01, 2006"
Gringauz,71.02,-20.67,324.3, 2013"
Grjótá Valles,343.77,15.38,166.38,"River in Iceland."
Grójec,37.31,-21.47,329.16,"Town in Poland."
Groves,10.27,-4.06,315.45,"Town in Texas
Guaymas,20.12,25.66,314.97,"Town in Mexico."
Guir,18.2,-21.54,339.5,"Town in Mali."
Gulch,8.32,15.85,109.02,"Town in Ethiopia."
Gunjur,26.85,-0.17,146.66, 2013"
Gunnison,39.57,-43.67,102.92,"Town in Colorado
Gusev,158.12,-14.53,175.52,"Matvei M.; Russian astronomer (1826-1866)."
Gwash,4.75,38.96,356.84,"Town in Pakistan."
Hadley,115.46,-19.26,156.97,"George; British meteorologist (1685-1768)."
Hadriaca Patera,66.04,-30.2,92.79,"Classical albedo feature name."
Hadriacus Cavi,59.09,-27.25,78.05, 2014"
Hadriacus Mons,450,-31.29,91.86, 2007"
Hadriacus Palus,176.33,-27.25,77.3, 2013"
Halba,31.41,-26.01,303.86, 2013"
Haldane,76.75,-52.75,129.26,"John B.; British physiologist-geneticist (1892-1964)."
Hale,137.31,-35.69,323.64,"George E.; American astronomer (1868-1938)."
Halex Fossae,147.25,27.35,233.96,"From albedo feature at 40N
Halley,83.72,-48.34,300.73,"Edmund; British astronomer (1656-1742)."
Ham,1.59,-44.67,327.5,"Town in France."
Hamaguir,0.82,48.68,132.51,"Algerian launch site."
Hamelin,9.74,20.25,327.25,"Old German town referred to in the Pied Piper fairy tale."
Handlová,4.39,37.69,271.41,"Town in Slovakia."
Harad̦,8.06,-27.46,331.99,"Town in Saudi Arabia."
Hargraves,60.28,20.74,75.74, 2006"
Harmakhis Vallis,526.66,-40.98,90.06,"Ancient Egyptian word for ""Mars."""
Harris,81.56,-21.9,66.81, 2010"
Hartwig,99.33,-38.66,344.14,"Ernst; German astronomer (1851-1923)."
Hashir,16.15,3.19,85.01, 2006"
Havel Vallis,240.19,0.77,302.54, 2012"
Heaviside,83.28,-70.5,264.78,"Oliver; British physicist (1850-1925)."
Hebes Chasma,316.74,-1.07,283.94,"Classical albedo feature name."
Hebes Mensa,112.46,-1.02,283.22,"Classical albedo feature; name of goddess of youth."
Hebrus Valles,325,19.88,126.74,"Ancient river in Greece."
Hecates Tholus,181.57,32.12,150.24,"Classcial albedo feature name."
Hegemone Dorsum,143.63,-54.72,315.1,"One of the Graces."
Heimdal,10.49,68.33,235.44, 2008"
Heinlein,85.34,-64.48,116.31,"Robert A.; American author (1907-1988)."
Hellas,0,-39.67,70,"Greece."
Hellas Chaos,590.62,-47.12,64.41,"Named for albedo feature Hellas."
Hellas Chasma,148,-34.64,65.47, 2015"
Hellas Montes,159.65,-37.63,97.61,"Albedo feature Hellas."
Hellas Planitia,2299.16,-42.43,70.5,"Classical albedo feature name."
Hellespontus,0,-49.67,35,"The Dardanelles."
Hellespontus Montes,711.46,-44.37,42.76,"Classical albedo feature name."
Helmholtz,111.26,-45.4,338.73,"Hermann von; German physicist (1821-1894)."
Henbury,25.36,-63.49,212.27, 2007"
Henry,167.57,10.79,23.45,"Paul; French astronomer (1848-1905). Prosper; French astronomer (1849-1903)."
Henry Moore,65.47,-59.72,53.9, 2006"
Hephaestus Fossae,633.32,20.84,122.85,"Classical albedo feature name."
Hephaestus Rupēs,1707.44,23.54,114.9,"Named for classical albedo feature at 20N
Herculaneum,34.71,19.31,301.35,"Town in Italy."
Her Desher Vallis,117.29,-25.08,312.07,"Egyptian name for Mars."
Hermus Vallis,53.32,-5.32,212.19,"Classical name for river in ancient Lydia (modern Turkey)."
Herschel,297.92,-14.48,129.89,"John F.; British astronomer (1792-1871); William H.; British astronomer (1738-1822)."
Hesperia,0,-19.78,120,"""The Occiden""; name for Italy (Greek); or Spain (Roman) or West area of Ethiopians where sun sank."
Hesperia Dorsa,818.25,-22.8,113.16,"Albedo feature name."
Hesperia Planum,1601.73,-21.42,109.89,"Classical albedo feature name."
Hibes Montes,140,3.79,171.34,"From albedo feature at 17N
Hiddekel,0,14.83,15,"Tigris River
[Hilo],20,-44.46,324.5,"Town in Hawaii
Himera Valles,175,-21.54,337.34,"Ancient name for Italian river."
Hipparchus,94.81,-44.45,208.8,"Greek astronomer (c. 160-125 B.C.)."
Hīt,7.09,47.06,138.35,"Town in Iraq."
Holden,152.66,-26.04,325.98,"Edward S.; American astronomer (1846-1914)."
Holmes,114.06,-74.86,66.55,"Arthur; British geologist (1890-1965)."
Honda,9.26,-22.4,343.6,"Town in Colombia."
Hooke,137.65,-44.92,315.6,"Robert; British physicist-astronomer (1635-1703)."
Hope,7.26,44.84,349.7,"Town in British Columbia
Horarum Mons,20.5,-51.05,323.44,"Albedo name."
Horowitz,64.9,-32.06,140.75, 2009"
Houston,1.98,48.23,135.95,"American mission control site."
Hrad Vallis,974.4,38.17,135.91,"Word for ""Mars"" in Armenian."
Hsūanch'eng,1.99,46.72,132.69,"Chinese launch site."
Huallaga Vallis,92.5,-26.67,79.07, 2014"
Huancayo,24.34,-3.64,320.23,"Town in Peru."
Huggins,82.64,-49.04,155.84,"William; British astronomer (1824-1910)."
Hunten,82.44,-39.18,23.69, 2015"
Huo Hsing Vallis,332.3,30.19,66.61,"Word for ""Mars"" in Chinese."
Hussey,99.71,-53.32,233.41,"William J.; American astronomer (1862-1926)."
Hutton,91.74,-71.63,104.6,"James; British geologist (1726-1797)."
Huxley,106.52,-62.67,100.77,"Thomas H.; British biologist (1825-1895)."
Huygens,467.25,-13.88,55.58,"Christiaan; Dutch physicist-astronomer (1629-1695)."
Hyblaeus Catena,10.49,21.6,140.62,"Albedo feature name."
Hyblaeus Chasma,56.61,21.98,141.26,"Albedo feature name."
Hyblaeus Dorsa,887.53,13.16,130.32,"Named for albedo feature."
Hyblaeus Fossae,375,21.44,137.06,"Albedo feature name."
Hydaspis Chaos,336.04,3.09,333.07,"Classical albedo feature name."
Hydrae Cavus,64.5,-7.93,298.69, 2014"
Hydrae Chaos,66,-5.9,300.03, 2014"
Hydrae Chasma,55.18,-6.75,297.99,"Classical albedo feature name."
Hydraotes Chaos,419.04,1.12,324.71,"Classical albedo feature name."
Hydraotes Colles,47.5,-0.02,326.32, 2014"
Hypanis Valles,220,9.46,313.58,"Classical name for river in Scythia; present Kuban River in Russia."
Hyperboreae Undae,463.65,79.96,310.51,"Classical albedo feature name."
Hyperborea Lingula,124.8,80.32,306.46,"Classical albedo feature name."
Hyperborei Cavi,92.81,79.91,310.3,"Classical albedo feature name."
Hyperboreus Labyrinthus,111.97,80.28,300.25,"Classical albedo feature name."
Hyperboreus (Lacus),0,74.83,300,"Far northern lake."
[Hyperboreus Scopulus],0,82.41,200,"Classical albedo feature name; dropped 1984."
[Hypernotius Scopulus],0,-77.86,88,"Classical albedo feature name; dropped 1984."
Hypsas Vallis,36.47,33.63,57.99,"Classical name for river in Sicily."
Iamuna Chaos,21.72,-0.28,319.39,"Classical albedo feature name."
Iamuna Dorsa,38.18,20.97,309.6,"From classical albedo feature Iamunae Sinus."
Iani Chaos,450.51,-2.19,342.96,"Classical albedo feature name."
Iapygia (Iapigia),0,-19.78,65,"Classically
[Iaxartes Tholus],53,71.8,345,"Classical albedo feature name; name dropped 1979."
Iazu,6.83,-2.71,354.82, 2006"
Iberus Vallis,87.26,21.25,152.07,"Classical name for river present Ebro River in NE Spain."
Ibragimov,86.77,-25.43,300.43,"Nadir Baba Ogly; Soviet astronomer (1932-1977)."
Icaria,0,-39.67,230,"Land where Icarus lived (Crete)."
Icaria Fossae,2115.45,-48.09,234.84,"From albedo feature at 44S
Icaria Planum,566.59,-43.27,253.96,"Classical albedo feature name."
Idaeus Fossae,202.01,37.33,308.8,"Classical albedo feature name."
Igal,8.83,-20.09,110.9,"Town in Hungary. Name changed from Igol (incorrect spelling)."
II Thyle I,0,-69.78,180,"Named for Thule; may be middle Norway; used to indicate far northern lands."
Ikej,4.51,20.96,112.5,"Town in Russia."
Imgr,3.42,19.12,111.18,"Town in Russia."
Indus Vallis,342,18.95,38.88,"Ancient and modern name for river in Pakistan."
Innsbruck,59,-6.39,320.04,"Town in Austria."
Ins,2.78,24.49,108.9,"Town in Switzerland."
Inta,16.12,-24.36,334.9,"Town in Russia."
Inuvik,20.52,78.59,331.68,"Town in Northwest Territories
Irbit,12.73,-24.34,335.09,"Town in Russia."
Irharen,6.48,34.49,140.82,"Town in Algeria."
Isara Valles,5.36,-5.31,213.58,"Classical name for modern Oise River in France."
Isidis Dorsa,1074.7,12.92,88.21,"Named for classical albedo feature at 25N
Isidis Planitia,1224.58,13.94,88.38,"Classical albedo feature name."
[Isidis Regio],0,19.78,85,"Isis' Region; Isis was Egyptian goddess of heaven and fertility."
Isil,77.12,-27.02,87.93,"Town in Spain."
Ismeniae Fossae,286.91,41.31,38.35,"From albedo feature at 40N
Ismenia Patera,82,38.55,1.8, 2012"
Ismenius Cavus,90.61,33.9,17.08, 2009"
Ismenius Lacus,0,39.67,30,"""Ismenian Lake""; Ismenia is poetic term for Thebes."
Issedon Paterae,5.31,38.13,269.75,"Classical albedo name."
Issedon Tholus,54.53,36.05,265.17,"Classical albedo name."
Ister Chaos,109.1,12.95,303.44,"From classical albedo feature at 10N
Istok,4.82,-45.1,274.18, 2014"
Ituxi Vallis,123.07,25.45,153.32,"River in Brazil."
Ius Chasma,839.91,-7.29,275.61,"Classical albedo feature name."
Ius Labes,61.18,-7.47,281.54,"Classical albedo feature name."
Izendy,22.26,-28.88,258.56,"Town in Russia."
Jal,4.81,-26.25,331.24,"Town in New Mexico
Jama,2.9,21.39,306.82,"Town in Tunisia."
Jampur,27.9,38.71,278.45,"Town in Pakistan."
Jamuna,0,9.88,320,"Present Jumna River
Janssen,153.63,2.69,37.61,"Pierre Jules César; French astronomer (1824-1907)."
Jarry-Desloges,93.36,-9.37,83.85,"Rene; French astronomer (1868-1951)."
Jeans,73.6,-69.64,154.18,"James H.; British physicist
[Jeki],0,23.65,307.7,"Town in Ethiopia."
Jen,8.88,39.88,349.43,"Town in Nigeria."
Jezero,47.52,18.41,77.69, 2007"
Jezža,9.22,-48.42,322.08,"Town in Russia."
Jijiga,16.16,25.11,306.05,"Town in Ethiopia."
Jodrell,3.02,47.47,132.3,"United Kingdom tracking site."
Johannesburg,1.22,47.92,133.19,"Republic of South Africa tracking site."
Johnstown,3.36,-9.8,308.93,"Town in Pennsylvania
Jojutla,19.32,81.59,190.2,"Town in Mexico."
Joly,76.99,-74.5,317.31,"John; Irish geologist (1857-1933)."
Jones,90.11,-18.88,340.17,"Harold S.; British astronomer (1890-1960)."
Jörn,20.47,-27.19,76.43, 2006"
Jovis Fossae,348.63,19.77,244.17,"From albedo feature at 16N
Jovis Tholus,58.07,18.2,242.59,"Classical albedo feature name."
Jumla,49.23,-21.29,86.44,"Town in Nepal."
Juventae Cavi,94.4,-3.91,301.84, 2014"
Juventae Chasma,304.99,-3.37,298.61,"Classical albedo feature name."
Juventae Dorsa,481.41,0.39,288.98,"From albedo feature at 4S
Juventae Fons,0,-4.94,297,"The ""Fountain of Youth;"" a fountain in India."
Juventae Mensa,116,-7.93,294.37, 2015"
Kachug,4.86,18.15,107.59,"Town in Russia."
Kagoshima,1.32,47.32,135.73,"Japanese launch site."
Kagul,9.13,-23.73,340.97,"Town in Moldova."
Kāid,7.67,-4.46,315.3,"Town in Iraq."
Kaiser,201.67,-46.19,19.11,"Frederick; Dutch astronomer (1808-1872)."
Kaj,1.83,-27.05,330.61,"Town in Russia."
Kakori,28.09,-41.49,330.15,"Town in India."
Kalba,14.15,-5.89,154.83, 2013"
Kaliningrad,1.47,48.47,134.96,"Soviet mission control site."
Kalocsa,34.15,6.92,353.05, 2008"
Kamativi,58.81,-20.5,99.99,"Town in Zimbabwe."
Kamloops,63.96,-53.45,327.4,"Town in Canada."
Kamnik,10.37,-37.21,198.21, 2009"
Kampot,13.23,-41.78,314.41,"Town in Democratic Kampuchea (Cambodia)."
Kanab,14.55,-27.2,341,"Town in Utah
Kandi,8.24,-32.75,122.1, 2009"
Kansk,33.35,-20.52,342.73,"Town in Russia."
Kantang,52.44,-24.44,342.42,"Town in Thailand."
Karpinsk,28.84,-45.57,327.85,"Town in Russia."
Karshi,21.52,-23.28,340.68,"town in Uzbekistan."
Kartabo,19.41,-40.85,307.54,"Town in Guyana."
Kārūn Valles,64,-35.94,174.1, 2015"
Karzok,15.29,18.4,228.26,"Village in Kashmir."
Kasabi,41.09,-27.77,89.06,"Town in Zambia."
Kasei Valles,1580,25.14,297.12,"Word for ""Mars"" in Japanese."
Kashira,65.8,-27.09,341.69,"Town in Russia."
Kasimov,87.18,-24.63,337.06,"Town in Russia."
Kasra,3.46,21.98,103.63,"Town in Tunisia."
Katoomba,51.24,-79.01,127.81,"Town in Australia."
Kaup,3.21,22.63,326.84,"Town in New Guinea."
Kaw,10.72,16.4,104.28,"Town in French Guiana."
Kayne,33.82,-15.5,173.56,"Town in Botswana."
Keeler,90.19,-60.69,208.76,"James E.; American astronomer (1857-1900)."
Kem',3.62,-44.94,327.03,"Town in Russia."
Kepler,228.24,-46.69,140.98,"Johannes; German astronomer (1571-1630)."
Keren,28.63,20.98,337.5, 2012"
Keul',5.81,45.99,122.23,"Town in Russia."
Khanpur,2.68,20.73,102,"Town in Pakistan."
Kholm,11.08,-7.21,318,"Town in Russia."
Khurli,8.78,-20.94,112.96,"Town in Pakistan."
Kibuye,7.14,-29.13,181.82, 2010"
Kifrī,13.89,-45.64,305.69,"Town in Iraq."
Kimry,20.64,-20.14,343.68,"Town in Russia."
Kin,8.1,20.2,326.62,"Town in Japan."
Kinda,14.04,-25.69,254.85,"Town in Zaire."
Kingston,1.52,22.11,312.96,"Jamaican port."
Kinkora,51.09,-24.95,112.88,"Town in Prince Edward Island
Kipini,67.26,25.86,328.44,"Town in Kenya."
Kirs,3.46,-26.31,340.56,"Town in Russia."
Kirsanov,15.08,-22.2,334.88,"Town in Russia."
Kisambo,15.22,34.07,271.08,"Town in Zaire."
[Kison Tholus],50,72.81,2,"Classical albedo feature name; name dropped in 1979."
Kita,10.72,-22.78,342.82,"Town in Mali."
Knobel,123.31,-6.57,133.31,"Edward B.; British astronomer (1841-1930)."
Koga,19.17,-28.96,256.24,"Town in Tanzania."
Kok,6.13,15.65,331.93,"Town in Malaysia (Sarawak)."
Kolonga,41.09,8.32,305.06, 2012"
Kong,11.66,-5.36,321.43,"Town in Ivory Coast."
Kontum,22.26,-32.04,292.93, 2006"
